Feedback_ID,Product_ID,Country_ID,Year,Rating,Recommendation_Flag,Feedback_Category,Is_Negative
F013320,3,10,2025,3.96,0,Software & UI,0
F013321,1,1,2025,4.17,1,Charging Infrastructure,1
F013322,2,12,2025,4.42,1,Software & UI,0
F013323,1,3,2022,3.9,0,Charging Infrastructure,0
F013324,1,2,2024,3.59,0,Charging Infrastructure,0
F013325,3,12,2024,5.0,1,Service Experience,0
F013326,1,11,2023,2.97,0,Software & UI,1
F013327,4,5,2023,4.32,1,Battery Performance,0
F013328,3,2,2023,3.96,0,Price & Value,0
F013329,1,1,2023,4.34,1,Charging Infrastructure,0
F013330,3,2,2025,4.02,1,Service Experience,0
F013331,3,12,2024,4.48,1,Build Quality,0
F013332,1,1,2024,4.55,1,Software & UI,1
F013333,2,1,2022,4.37,0,Battery Performance,0
F013334,1,6,2023,3.36,0,Build Quality,1
F013335,1,8,2022,3.65,0,Price & Value,0
F013336,3,2,2022,4.09,1,Service Experience,0
F013337,2,11,2023,5.0,1,Charging Infrastructure,0
F013338,3,6,2024,3.67,0,Charging Infrastructure,0
F013339,3,1,2026,4.19,1,Charging Infrastructure,0
F013340,4,7,2025,4.17,1,Battery Performance,1
F013341,1,1,2024,3.35,0,Battery Performance,0
F013342,3,3,2026,3.73,0,Service Experience,0
F013343,3,8,2023,4.77,1,Battery Performance,0
F013344,4,2,2024,3.29,0,Software & UI,0
F013345,2,2,2025,4.48,1,Battery Performance,0
F013346,1,6,2022,3.67,0,Build Quality,0
F013347,1,9,2023,3.23,0,Service Experience,1
F013348,2,9,2022,4.51,0,Software & UI,0
F013349,1,11,2024,4.13,1,Software & UI,0
F013350,1,1,2025,3.74,0,Build Quality,0
F013351,1,1,2023,3.87,0,Software & UI,0
F013352,3,5,2026,5.0,1,Battery Performance,0
F013353,2,9,2023,4.35,1,Build Quality,0
F013354,1,5,2022,3.17,0,Price & Value,0
F013355,1,1,2024,3.53,0,Battery Performance,0
F013356,1,10,2023,4.23,1,Service Experience,0
F013357,2,6,2024,4.56,1,Price & Value,0
F013358,1,5,2025,3.45,0,Service Experience,1
F013359,3,4,2024,3.76,0,Build Quality,0
F013360,2,3,2023,4.31,1,Build Quality,0
F013361,2,1,2026,4.72,1,Build Quality,0
F013362,1,2,2022,3.21,0,Charging Infrastructure,0
F013363,3,8,2025,4.6,0,Charging Infrastructure,0
F013364,1,2,2022,3.93,0,Charging Infrastructure,0
F013365,3,2,2022,4.45,1,Software & UI,0
F013366,4,2,2024,4.1,1,Build Quality,0
F013367,1,7,2022,3.75,0,Build Quality,0
F013368,2,7,2022,4.55,1,Build Quality,0
F013369,4,10,2026,3.62,0,Price & Value,0
F013370,1,10,2022,3.41,0,Software & UI,0
F013371,3,4,2026,4.03,1,Software & UI,0
F013372,2,6,2024,4.07,1,Software & UI,0
F013373,1,3,2026,3.57,0,Price & Value,0
F013374,3,8,2026,3.85,0,Build Quality,0
F013375,3,1,2026,3.71,0,Build Quality,0
F013376,2,3,2024,3.44,0,Battery Performance,0
F013377,2,11,2026,4.54,1,Price & Value,0
F013378,1,5,2025,4.5,1,Battery Performance,0
F013379,3,8,2022,3.52,0,Charging Infrastructure,0
F013380,4,9,2026,4.59,1,Battery Performance,1
F013381,3,4,2023,4.55,1,Software & UI,0
F013382,4,3,2023,4.78,1,Battery Performance,0
F013383,3,2,2024,3.75,0,Software & UI,0
F013384,4,9,2026,3.53,0,Software & UI,0
F013385,4,9,2024,3.93,0,Build Quality,0
F013386,3,8,2026,3.62,0,Battery Performance,1
F013387,1,8,2024,3.76,0,Build Quality,0
F013388,3,3,2024,4.31,1,Build Quality,0
F013389,1,10,2025,3.51,0,Build Quality,0
F013390,4,5,2025,4.69,1,Software & UI,0
F013391,1,6,2026,3.78,0,Software & UI,0
F013392,4,2,2026,3.84,0,Price & Value,1
F013393,1,10,2024,3.84,0,Software & UI,0
F013394,4,7,2025,3.93,0,Software & UI,0
F013395,3,3,2024,3.77,0,Price & Value,1
F013396,3,8,2022,4.52,1,Price & Value,0
F013397,3,3,2023,3.78,0,Service Experience,0
F013398,2,3,2024,4.61,1,Battery Performance,0
F013399,1,3,2026,3.71,0,Battery Performance,1
F013400,1,1,2025,4.16,1,Software & UI,0
F013401,3,3,2023,4.66,1,Service Experience,0
F013402,1,11,2025,3.58,0,Software & UI,1
F013403,2,1,2023,4.37,0,Price & Value,0
F013404,1,3,2022,4.12,1,Charging Infrastructure,0
F013405,2,1,2025,4.51,1,Battery Performance,0
F013406,1,9,2024,3.43,0,Build Quality,0
F013407,4,10,2025,3.38,0,Battery Performance,0
F013408,2,6,2023,5.0,1,Software & UI,0
F013409,3,3,2026,4.31,1,Software & UI,0
F013410,3,3,2023,3.75,0,Build Quality,0
F013411,2,1,2026,5.0,1,Software & UI,0
F013412,2,1,2023,3.81,0,Software & UI,0
F013413,1,6,2025,3.52,0,Charging Infrastructure,0
F013414,4,11,2022,3.91,0,Service Experience,0
F013415,1,5,2022,4.76,1,Battery Performance,0
F013416,4,10,2022,4.34,0,Charging Infrastructure,0
F013417,1,3,2025,3.6,0,Service Experience,0
F013418,3,1,2024,4.3,1,Software & UI,0
F013419,1,1,2026,3.62,0,Battery Performance,0
F013420,3,6,2025,3.81,0,Build Quality,1
F013421,3,6,2026,4.78,0,Charging Infrastructure,0
F013422,4,6,2024,3.64,0,Battery Performance,0
F013423,2,5,2024,4.85,0,Battery Performance,0
F013424,2,6,2026,3.9,0,Service Experience,1
F013425,3,6,2025,3.79,0,Charging Infrastructure,0
F013426,3,8,2026,4.21,1,Battery Performance,0
F013427,4,11,2026,4.3,1,Build Quality,0
F013428,4,1,2024,4.05,1,Build Quality,0
F013429,1,11,2023,4.72,1,Battery Performance,1
F013430,1,2,2025,3.05,0,Charging Infrastructure,0
F013431,2,11,2024,4.17,1,Price & Value,0
F013432,3,1,2024,3.43,0,Service Experience,0
F013433,1,4,2024,3.48,0,Battery Performance,0
F013434,2,7,2026,4.5,1,Price & Value,0
F013435,1,1,2022,3.91,0,Charging Infrastructure,0
F013436,2,3,2025,3.84,0,Software & UI,0
F013437,1,5,2024,4.07,0,Battery Performance,0
F013438,1,8,2023,4.0,0,Charging Infrastructure,0
F013439,3,8,2026,4.92,1,Battery Performance,0
F013440,1,3,2025,3.34,0,Battery Performance,0
F013441,1,4,2026,3.8,0,Software & UI,1
F013442,1,8,2025,3.51,0,Price & Value,0
F013443,3,3,2023,4.72,1,Service Experience,0
F013444,2,5,2024,4.69,0,Charging Infrastructure,0
F013445,1,12,2025,3.98,0,Charging Infrastructure,0
F013446,3,9,2025,4.88,1,Service Experience,1
F013447,2,4,2025,4.15,0,Service Experience,0
F013448,1,8,2023,3.77,0,Build Quality,0
F013449,3,6,2024,4.22,1,Battery Performance,1
F013450,1,2,2026,3.66,0,Service Experience,0
F013451,2,6,2022,4.8,0,Software & UI,0
F013452,2,1,2024,5.0,1,Build Quality,0
F013453,3,3,2022,4.89,1,Software & UI,0
F013454,1,10,2023,3.32,0,Service Experience,0
F013455,1,2,2026,3.0,0,Battery Performance,0
F013456,1,8,2025,3.09,0,Battery Performance,0
F013457,1,2,2023,3.96,0,Service Experience,0
F013458,1,4,2025,4.22,1,Service Experience,0
F013459,2,2,2026,4.94,1,Build Quality,0
F013460,4,9,2026,3.9,0,Software & UI,1
F013461,1,7,2025,3.9,0,Build Quality,0
F013462,4,6,2026,4.14,0,Build Quality,1
F013463,1,3,2024,4.58,1,Service Experience,0
F013464,2,6,2026,4.42,1,Service Experience,0
F013465,2,2,2026,4.55,1,Charging Infrastructure,0
F013466,2,7,2023,5.0,1,Build Quality,0
F013467,1,2,2026,4.25,1,Service Experience,0
F013468,3,11,2023,4.74,1,Service Experience,0
F013469,3,8,2025,4.94,1,Price & Value,0
F013470,2,6,2026,4.68,1,Battery Performance,0
F013471,1,2,2024,3.82,0,Battery Performance,0
F013472,1,8,2025,3.82,0,Battery Performance,0
F013473,1,3,2024,2.72,0,Software & UI,0
F013474,3,3,2025,4.09,0,Charging Infrastructure,0
F013475,4,1,2023,3.46,0,Battery Performance,0
F013476,1,2,2023,3.81,0,Battery Performance,1
F013477,1,4,2026,3.62,0,Software & UI,0
F013478,2,2,2025,4.1,1,Build Quality,0
F013479,1,8,2026,3.92,0,Software & UI,0
F013480,4,6,2026,3.87,0,Battery Performance,0
F013481,2,7,2025,4.62,0,Battery Performance,0
F013482,1,1,2024,3.47,0,Build Quality,1
F013483,3,8,2025,3.73,0,Price & Value,0
F013484,1,6,2023,4.04,1,Charging Infrastructure,0
F013485,4,3,2022,4.07,1,Price & Value,0
F013486,1,7,2022,4.01,1,Service Experience,0
F013487,1,6,2026,5.0,1,Service Experience,0
F013488,2,2,2023,3.91,0,Charging Infrastructure,0
F013489,4,5,2025,4.32,1,Build Quality,0
F013490,1,10,2024,4.41,1,Service Experience,0
F013491,2,5,2026,5.0,1,Build Quality,0
F013492,1,9,2026,3.55,0,Software & UI,0
F013493,4,12,2023,3.92,0,Price & Value,0
F013494,2,2,2022,3.62,0,Battery Performance,0
F013495,3,6,2026,4.38,1,Battery Performance,0
F013496,1,1,2026,3.97,0,Charging Infrastructure,0
F013497,1,4,2026,3.81,0,Build Quality,0
F013498,1,11,2023,4.54,1,Price & Value,0
F013499,2,5,2024,4.2,1,Charging Infrastructure,0
F013500,2,3,2026,4.84,1,Software & UI,0
F013501,3,5,2022,4.26,1,Price & Value,0
F013502,1,2,2025,4.54,1,Software & UI,0
F013503,1,4,2023,4.32,1,Price & Value,1
F013504,3,7,2022,4.83,1,Service Experience,1
F013505,1,7,2024,3.48,0,Software & UI,0
F013506,1,8,2024,3.27,0,Service Experience,0
F013507,1,1,2024,3.59,0,Software & UI,0
F013508,2,10,2025,4.92,1,Battery Performance,0
F013509,1,5,2025,4.38,1,Battery Performance,0
F013510,1,1,2025,3.05,0,Service Experience,0
F013511,2,11,2024,5.0,1,Software & UI,0
F013512,1,4,2023,3.61,0,Battery Performance,0
F013513,3,10,2023,4.49,1,Software & UI,0
F013514,2,5,2022,5.0,1,Price & Value,0
F013515,3,3,2022,4.09,1,Charging Infrastructure,0
F013516,1,1,2024,4.1,1,Service Experience,0
F013517,1,1,2022,3.31,0,Battery Performance,0
F013518,1,5,2022,3.5,0,Charging Infrastructure,1
F013519,2,12,2026,4.72,1,Build Quality,0
F013520,2,8,2023,5.0,0,Price & Value,0
F013521,1,3,2025,3.92,0,Build Quality,0
F013522,2,1,2023,4.74,1,Service Experience,0
F013523,2,10,2023,4.74,1,Software & UI,0
F013524,1,4,2024,3.51,0,Price & Value,0
F013525,2,10,2023,4.66,1,Build Quality,0
F013526,3,5,2024,3.51,0,Service Experience,0
F013527,2,2,2023,4.1,1,Charging Infrastructure,0
F013528,1,11,2024,3.15,0,Battery Performance,0
F013529,1,8,2026,3.67,0,Software & UI,0
F013530,1,5,2025,3.54,0,Build Quality,1
F013531,2,12,2022,4.64,1,Price & Value,0
F013532,3,3,2026,4.84,1,Battery Performance,0
F013533,1,9,2023,3.81,0,Battery Performance,0
F013534,3,10,2023,4.91,0,Battery Performance,0
F013535,1,4,2023,3.43,0,Software & UI,0
F013536,1,1,2026,3.77,0,Charging Infrastructure,0
F013537,2,3,2023,4.42,1,Build Quality,0
F013538,2,2,2026,4.33,0,Build Quality,1
F013539,1,5,2026,3.39,0,Battery Performance,0
F013540,3,5,2024,3.76,0,Software & UI,0
F013541,2,4,2023,5.0,1,Price & Value,1
F013542,2,4,2026,4.58,1,Price & Value,0
F013543,4,2,2026,4.05,1,Charging Infrastructure,0
F013544,1,1,2024,3.91,0,Price & Value,0
F013545,3,7,2024,4.29,1,Price & Value,0
F013546,3,4,2025,3.94,0,Battery Performance,0
F013547,3,1,2024,3.51,0,Software & UI,0
F013548,2,5,2025,4.44,1,Battery Performance,0
F013549,3,11,2024,3.95,0,Battery Performance,0
F013550,1,7,2024,3.67,0,Charging Infrastructure,0
F013551,3,3,2025,4.75,1,Software & UI,0
F013552,2,6,2024,4.67,1,Charging Infrastructure,0
F013553,1,12,2025,3.62,0,Service Experience,0
F013554,3,1,2023,4.87,0,Price & Value,1
F013555,1,2,2025,3.27,0,Battery Performance,0
F013556,3,2,2022,3.96,0,Charging Infrastructure,1
F013557,2,10,2025,4.81,1,Charging Infrastructure,0
F013558,1,5,2022,4.17,0,Battery Performance,1
F013559,3,3,2026,4.17,1,Build Quality,0
F013560,3,6,2024,3.65,0,Service Experience,0
F013561,3,10,2022,4.29,1,Battery Performance,0
F013562,3,1,2022,4.11,1,Battery Performance,0
F013563,2,1,2025,5.0,1,Charging Infrastructure,0
F013564,4,8,2025,4.42,1,Price & Value,0
F013565,1,7,2025,4.08,1,Build Quality,0
F013566,3,3,2026,3.59,0,Service Experience,0
F013567,1,3,2025,4.08,1,Price & Value,0
F013568,2,6,2022,4.64,1,Build Quality,0
F013569,3,1,2026,3.93,0,Service Experience,0
F013570,1,2,2022,3.53,0,Software & UI,1
F013571,1,10,2025,3.81,0,Charging Infrastructure,0
F013572,1,6,2024,3.96,0,Service Experience,0
F013573,1,12,2022,4.02,1,Battery Performance,0
F013574,1,8,2022,4.76,1,Price & Value,0
F013575,1,1,2023,3.93,0,Service Experience,0
F013576,3,11,2023,3.78,0,Charging Infrastructure,0
F013577,2,3,2024,4.02,1,Build Quality,0
F013578,4,8,2025,3.42,0,Service Experience,0
F013579,2,8,2024,4.18,1,Software & UI,1
F013580,4,3,2024,4.46,0,Build Quality,0
F013581,1,8,2022,3.44,0,Build Quality,0
F013582,2,1,2025,4.09,1,Battery Performance,0
F013583,2,2,2024,3.91,0,Software & UI,0
F013584,3,1,2025,4.6,1,Build Quality,0
F013585,1,1,2026,3.59,0,Battery Performance,0
F013586,4,1,2023,4.49,1,Software & UI,0
F013587,1,11,2022,3.79,0,Service Experience,0
F013588,3,7,2023,4.47,1,Battery Performance,0
F013589,1,1,2023,4.09,1,Software & UI,0
F013590,1,2,2022,3.95,0,Battery Performance,1
F013591,3,5,2023,4.01,0,Build Quality,0
F013592,4,4,2022,3.59,0,Software & UI,0
F013593,1,1,2025,4.59,1,Charging Infrastructure,0
F013594,2,10,2023,4.27,1,Charging Infrastructure,0
F013595,1,3,2026,3.95,0,Software & UI,0
F013596,2,1,2023,4.95,1,Battery Performance,0
F013597,3,6,2025,4.02,0,Software & UI,0
F013598,3,6,2023,4.05,1,Build Quality,0
F013599,1,1,2023,3.09,0,Price & Value,0
F013600,3,4,2023,4.23,1,Build Quality,0
F013601,2,3,2022,3.71,0,Charging Infrastructure,0
F013602,1,2,2024,4.21,0,Build Quality,0
F013603,1,3,2024,3.78,0,Price & Value,0
F013604,3,1,2025,3.91,0,Battery Performance,0
F013605,2,1,2024,4.37,0,Charging Infrastructure,0
F013606,1,3,2025,2.9,0,Software & UI,0
F013607,3,9,2026,4.37,1,Price & Value,0
F013608,3,5,2026,4.7,1,Price & Value,0
F013609,1,12,2024,4.03,1,Software & UI,0
F013610,1,3,2023,3.34,0,Battery Performance,1
F013611,2,1,2026,4.36,0,Charging Infrastructure,0
F013612,3,12,2024,3.82,0,Price & Value,0
F013613,2,3,2023,4.46,1,Charging Infrastructure,0
F013614,1,9,2022,3.57,0,Build Quality,0
F013615,1,11,2025,3.72,0,Service Experience,0
F013616,3,1,2023,3.79,0,Battery Performance,0
F013617,1,11,2026,3.84,0,Service Experience,0
F013618,1,2,2024,3.44,0,Battery Performance,0
F013619,3,4,2022,3.84,0,Build Quality,0
F013620,3,2,2025,3.61,0,Service Experience,0
F013621,1,5,2025,3.49,0,Software & UI,0
F013622,3,8,2022,4.07,1,Battery Performance,0
F013623,1,11,2022,3.9,0,Price & Value,0
F013624,1,6,2024,3.95,0,Build Quality,1
F013625,3,9,2026,5.0,1,Battery Performance,1
F013626,3,6,2026,4.23,1,Service Experience,0
F013627,1,8,2026,4.09,1,Service Experience,0
F013628,3,8,2025,4.17,1,Charging Infrastructure,0
F013629,3,5,2022,4.16,1,Charging Infrastructure,0
F013630,1,9,2024,3.72,0,Service Experience,0
F013631,2,1,2023,4.47,1,Software & UI,0
F013632,1,7,2024,2.53,0,Service Experience,0
F013633,2,2,2025,4.91,1,Service Experience,0
F013634,3,4,2024,4.55,1,Battery Performance,0
F013635,1,1,2026,4.09,0,Charging Infrastructure,0
F013636,2,10,2022,4.43,1,Charging Infrastructure,0
F013637,4,9,2026,4.62,1,Price & Value,0
F013638,3,1,2022,4.57,1,Service Experience,0
F013639,1,2,2025,4.04,1,Build Quality,0
F013640,4,2,2026,4.07,1,Build Quality,0
F013641,1,4,2022,3.88,0,Software & UI,0
F013642,3,7,2024,3.07,0,Build Quality,0
F013643,1,11,2022,3.58,0,Software & UI,0
F013644,3,1,2026,5.0,1,Battery Performance,0
F013645,1,10,2023,3.56,0,Service Experience,1
F013646,1,8,2025,3.69,0,Service Experience,0
F013647,1,2,2023,4.42,1,Charging Infrastructure,0
F013648,1,5,2026,3.97,0,Software & UI,1
F013649,1,9,2026,3.99,0,Software & UI,0
F013650,4,6,2023,4.24,1,Build Quality,0
F013651,4,1,2023,3.39,0,Battery Performance,0
F013652,1,3,2024,3.3,0,Battery Performance,0
F013653,1,1,2022,3.4,0,Charging Infrastructure,1
F013654,4,7,2023,4.81,1,Price & Value,0
F013655,2,11,2026,4.78,1,Software & UI,1
F013656,1,7,2023,3.58,0,Price & Value,1
F013657,4,8,2025,3.98,0,Charging Infrastructure,0
F013658,3,8,2022,4.99,0,Battery Performance,0
F013659,3,3,2026,3.89,0,Service Experience,0
F013660,1,4,2026,4.89,1,Build Quality,1
F013661,1,6,2022,4.17,0,Battery Performance,1
F013662,1,5,2023,4.37,1,Battery Performance,1
F013663,3,3,2026,3.93,0,Battery Performance,0
F013664,2,2,2025,4.06,0,Charging Infrastructure,0
F013665,1,12,2022,4.25,1,Software & UI,1
F013666,1,4,2026,3.93,0,Charging Infrastructure,0
F013667,2,6,2025,4.56,1,Battery Performance,0
F013668,3,1,2025,4.39,1,Software & UI,0
F013669,2,4,2026,4.21,1,Battery Performance,0
F013670,2,9,2022,4.02,1,Build Quality,0
F013671,3,9,2022,3.7,0,Battery Performance,0
F013672,1,7,2024,3.83,0,Software & UI,0
F013673,3,1,2024,3.95,0,Build Quality,0
F013674,1,7,2025,3.35,0,Service Experience,1
F013675,3,1,2025,3.36,0,Price & Value,0
F013676,1,9,2022,3.92,0,Build Quality,0
F013677,4,4,2025,4.68,1,Battery Performance,0
F013678,2,12,2024,3.49,0,Charging Infrastructure,1
F013679,3,7,2024,4.22,1,Service Experience,0
F013680,1,10,2025,3.89,0,Service Experience,0
F013681,2,3,2022,4.13,1,Battery Performance,0
F013682,1,2,2023,3.55,0,Service Experience,0
F013683,1,5,2024,3.48,0,Service Experience,0
F013684,1,1,2025,3.47,0,Software & UI,1
F013685,1,2,2025,4.19,1,Price & Value,0
F013686,3,11,2026,4.0,0,Service Experience,0
F013687,1,4,2025,3.19,0,Charging Infrastructure,0
F013688,3,2,2022,4.21,1,Service Experience,0
F013689,2,12,2024,4.43,1,Service Experience,0
F013690,2,2,2025,4.39,1,Battery Performance,0
F013691,1,12,2026,3.78,0,Service Experience,0
F013692,3,11,2025,4.41,1,Charging Infrastructure,1
F013693,1,3,2022,4.23,1,Charging Infrastructure,0
F013694,3,6,2026,4.36,1,Charging Infrastructure,1
F013695,3,9,2026,4.44,1,Price & Value,1
F013696,1,4,2024,3.15,0,Price & Value,1
F013697,3,4,2026,3.95,0,Service Experience,0
F013698,1,7,2025,4.15,1,Software & UI,0
F013699,1,8,2024,4.07,1,Service Experience,0
F013700,2,1,2024,4.4,1,Service Experience,0
F013701,4,4,2026,3.75,0,Build Quality,0
F013702,2,5,2026,5.0,1,Software & UI,0
F013703,1,3,2024,3.44,0,Build Quality,0
F013704,4,7,2026,3.34,0,Charging Infrastructure,0
F013705,1,4,2025,3.99,0,Battery Performance,0
F013706,2,10,2024,4.68,0,Software & UI,1
F013707,3,2,2024,4.27,0,Price & Value,0
F013708,1,9,2026,3.66,0,Price & Value,1
F013709,1,10,2023,3.51,0,Build Quality,0
F013710,3,2,2025,4.86,1,Battery Performance,0
F013711,1,1,2022,3.71,0,Service Experience,0
F013712,1,1,2022,3.51,0,Charging Infrastructure,0
F013713,1,1,2026,4.7,1,Battery Performance,0
F013714,2,2,2025,4.24,1,Service Experience,0
F013715,1,8,2025,3.77,0,Build Quality,0
F013716,3,3,2026,5.0,1,Charging Infrastructure,0
F013717,3,10,2026,4.21,1,Battery Performance,0
F013718,1,8,2025,3.62,0,Service Experience,0
F013719,1,1,2025,3.77,0,Software & UI,0
F013720,2,8,2024,4.3,1,Build Quality,1
F013721,1,7,2024,3.26,0,Charging Infrastructure,0
F013722,2,2,2025,4.19,1,Charging Infrastructure,0
F013723,3,4,2026,4.1,1,Software & UI,0
F013724,1,1,2026,3.87,0,Battery Performance,0
F013725,4,1,2024,3.73,0,Battery Performance,0
F013726,3,5,2022,4.18,1,Service Experience,1
F013727,4,8,2026,5.0,1,Battery Performance,0
F013728,4,2,2026,4.68,0,Charging Infrastructure,0
F013729,1,6,2024,3.57,0,Build Quality,0
F013730,1,7,2026,3.71,0,Software & UI,0
F013731,1,2,2025,4.05,1,Build Quality,0
F013732,1,2,2025,3.6,0,Software & UI,1
F013733,2,6,2025,4.13,1,Software & UI,0
F013734,4,12,2022,4.47,1,Charging Infrastructure,1
F013735,1,10,2023,4.06,1,Software & UI,0
F013736,3,1,2025,4.95,1,Service Experience,0
F013737,2,5,2022,4.43,1,Battery Performance,0
F013738,1,4,2022,4.11,1,Battery Performance,0
F013739,3,3,2025,4.26,1,Service Experience,1
F013740,1,1,2024,3.7,0,Software & UI,0
F013741,2,11,2023,4.61,0,Service Experience,1
F013742,2,8,2025,3.74,0,Service Experience,0
F013743,3,2,2023,3.35,0,Build Quality,0
F013744,1,9,2025,3.47,0,Build Quality,0
F013745,1,4,2023,3.3,0,Build Quality,0
F013746,1,1,2026,3.79,0,Charging Infrastructure,0
F013747,1,1,2023,3.79,0,Service Experience,0
F013748,3,3,2023,4.03,1,Charging Infrastructure,0
F013749,2,4,2024,5.0,1,Build Quality,0
F013750,4,12,2024,4.32,1,Service Experience,0
F013751,3,2,2026,4.28,1,Software & UI,0
F013752,3,4,2024,3.13,0,Software & UI,0
F013753,3,3,2025,4.66,1,Battery Performance,0
F013754,3,5,2022,3.73,0,Battery Performance,0
F013755,1,4,2026,3.67,0,Software & UI,0
F013756,2,12,2025,4.46,0,Service Experience,0
F013757,1,9,2024,4.54,1,Software & UI,0
F013758,4,8,2023,4.3,1,Build Quality,0
F013759,1,6,2025,3.9,0,Charging Infrastructure,1
F013760,3,3,2024,3.3,0,Software & UI,0
F013761,3,8,2024,4.09,1,Price & Value,1
F013762,1,6,2024,3.21,0,Price & Value,0
F013763,1,11,2023,3.78,0,Software & UI,0
F013764,1,1,2023,3.96,0,Service Experience,0
F013765,3,6,2025,4.11,0,Price & Value,0
F013766,2,4,2025,4.58,1,Build Quality,0
F013767,1,4,2022,3.22,0,Software & UI,0
F013768,1,6,2025,3.9,0,Battery Performance,1
F013769,1,5,2025,3.79,0,Battery Performance,0
F013770,1,9,2022,3.45,0,Charging Infrastructure,0
F013771,1,5,2026,4.71,0,Service Experience,0
F013772,4,1,2026,4.48,0,Charging Infrastructure,0
F013773,3,3,2025,4.09,1,Build Quality,0
F013774,2,2,2026,4.38,1,Battery Performance,0
F013775,1,8,2026,3.93,0,Software & UI,0
F013776,4,1,2023,3.24,0,Battery Performance,1
F013777,1,1,2024,3.74,0,Price & Value,0
F013778,2,2,2025,4.56,1,Charging Infrastructure,0
F013779,4,12,2022,3.61,0,Charging Infrastructure,0
F013780,2,10,2023,4.6,1,Service Experience,0
F013781,3,2,2023,4.27,1,Software & UI,0
F013782,3,3,2024,4.74,1,Charging Infrastructure,0
F013783,1,1,2022,4.0,0,Build Quality,1
F013784,1,7,2023,3.33,0,Service Experience,0
F013785,3,1,2024,4.06,0,Service Experience,0
F013786,2,3,2023,5.0,1,Build Quality,0
F013787,2,3,2025,4.26,1,Battery Performance,0
F013788,4,7,2024,4.09,1,Charging Infrastructure,0
F013789,4,4,2022,3.76,0,Price & Value,0
F013790,3,4,2024,3.92,0,Charging Infrastructure,0
F013791,2,8,2023,4.3,1,Price & Value,0
F013792,4,4,2022,4.03,1,Software & UI,0
F013793,3,6,2026,3.72,0,Software & UI,0
F013794,2,3,2022,4.85,1,Software & UI,0
F013795,1,2,2025,3.52,0,Battery Performance,1
F013796,1,6,2024,4.04,1,Charging Infrastructure,0
F013797,3,3,2025,5.0,1,Software & UI,0
F013798,2,3,2022,5.0,1,Build Quality,0
F013799,2,7,2026,4.07,1,Build Quality,0
F013800,3,4,2025,4.66,1,Build Quality,0
F013801,4,11,2026,3.83,0,Service Experience,0
F013802,1,1,2025,3.07,0,Charging Infrastructure,0
F013803,2,4,2024,4.74,1,Charging Infrastructure,0
F013804,3,8,2023,5.0,1,Build Quality,0
F013805,1,4,2024,4.17,1,Charging Infrastructure,0
F013806,1,1,2025,3.65,0,Battery Performance,0
F013807,4,5,2022,3.78,0,Battery Performance,1
F013808,1,9,2024,3.84,0,Service Experience,0
F013809,3,6,2023,3.94,0,Build Quality,0
F013810,4,1,2025,4.05,1,Software & UI,0
F013811,4,4,2025,3.16,0,Battery Performance,0
F013812,4,8,2023,4.62,1,Battery Performance,0
F013813,1,2,2023,4.44,1,Battery Performance,0
F013814,4,7,2026,3.98,0,Battery Performance,0
F013815,1,12,2025,3.7,0,Battery Performance,0
F013816,4,3,2026,4.14,1,Software & UI,0
F013817,3,8,2024,3.65,0,Price & Value,0
F013818,2,2,2026,5.0,1,Service Experience,0
F013819,4,1,2024,4.26,1,Charging Infrastructure,0
F013820,1,1,2026,3.49,0,Build Quality,0
F013821,2,5,2025,4.11,1,Price & Value,1
F013822,4,1,2024,3.71,0,Charging Infrastructure,0
F013823,3,1,2026,3.64,0,Service Experience,0
F013824,2,9,2024,4.72,1,Software & UI,0
F013825,3,6,2024,3.48,0,Build Quality,0
F013826,4,7,2023,4.38,1,Charging Infrastructure,1
F013827,4,2,2025,3.07,0,Build Quality,1
F013828,3,1,2024,3.43,0,Price & Value,0
F013829,1,10,2022,3.63,0,Software & UI,0
F013830,1,1,2025,2.88,0,Software & UI,0
F013831,4,1,2022,3.8,0,Build Quality,1
F013832,2,1,2023,4.49,1,Battery Performance,0
F013833,3,10,2022,4.26,1,Charging Infrastructure,0
F013834,1,8,2024,3.31,0,Battery Performance,0
F013835,1,3,2025,3.69,0,Battery Performance,1
F013836,1,5,2026,3.8,0,Charging Infrastructure,0
F013837,1,6,2024,3.87,0,Build Quality,0
F013838,1,6,2026,3.61,0,Battery Performance,0
F013839,3,3,2023,3.6,0,Build Quality,0
F013840,1,10,2026,3.56,0,Price & Value,0
F013841,4,1,2022,3.9,0,Build Quality,0
F013842,1,7,2025,3.35,0,Battery Performance,0
F013843,3,4,2025,4.69,1,Software & UI,0
F013844,3,6,2025,4.17,1,Software & UI,0
F013845,3,12,2024,4.1,1,Software & UI,0
F013846,1,3,2023,3.5,0,Battery Performance,0
F013847,4,1,2026,4.29,1,Software & UI,0
F013848,2,4,2025,4.91,1,Software & UI,0
F013849,1,10,2023,4.0,0,Battery Performance,1
F013850,1,4,2024,3.56,0,Build Quality,0
F013851,1,9,2025,3.94,0,Software & UI,0
F013852,3,2,2024,4.61,1,Battery Performance,0
F013853,4,9,2025,4.68,1,Battery Performance,1
F013854,4,11,2023,4.07,1,Software & UI,0
F013855,1,10,2025,3.74,0,Price & Value,0
F013856,1,2,2023,3.81,0,Service Experience,0
F013857,1,4,2025,3.69,0,Build Quality,0
F013858,1,4,2025,3.76,0,Service Experience,0
