Employee_ID,Department,Role,Base_Salary,Incentive,Hire_Date,Country_ID
E02085,Manufacturing,Operator,44413,2541.92,2019-03-25,5
E02086,Manufacturing,Manager,146518,14863.84,2023-01-06,1
E02087,Manufacturing,Manager,129428,17156.55,2018-08-28,11
E02088,Manufacturing,Supervisor,63192,9056.5,2014-11-06,10
E02089,Manufacturing,Supervisor,58611,4791.87,2018-10-27,8
E02090,Manufacturing,Supervisor,50778,7164.41,2021-08-25,5
E02091,Manufacturing,Manager,110671,9833.62,2025-03-10,1
E02092,Manufacturing,Operator,41423,6135.54,2023-09-07,5
E02093,Manufacturing,Operator,37734,4322.1,2025-08-07,12
E02094,Manufacturing,Operator,35013,5035.4,2023-06-25,2
E02095,Manufacturing,Operator,39244,2765.39,2022-10-24,1
E02096,Manufacturing,Manager,146512,14655.57,2016-09-11,1
E02097,Manufacturing,Operator,38995,4498.04,2019-06-28,11
E02098,Manufacturing,Operator,42530,4403.23,2024-08-04,4
E02099,Manufacturing,Operator,35720,4306.56,2024-02-12,11
E02100,Manufacturing,Manager,132380,8984.33,2024-06-27,6
E02101,Manufacturing,Supervisor,57481,3793.59,2022-10-05,6
E02102,Manufacturing,Operator,42785,4835.6,2021-04-22,4
E02103,Manufacturing,Manager,129143,9579.13,2023-12-07,9
E02104,Manufacturing,Manager,141111,14465.79,2022-09-20,1
E02105,Manufacturing,Manager,136978,13527.01,2023-01-02,1
E02106,Manufacturing,Supervisor,63396,6436.49,2024-10-16,1
E02107,Manufacturing,Supervisor,54368,5643.44,2022-05-24,7
E02108,Manufacturing,Manager,125567,6946.72,2018-05-09,2
E02109,Manufacturing,Supervisor,53183,3107.83,2014-01-13,4
E02110,Manufacturing,Supervisor,63726,6671.27,2016-07-11,1
E02111,Manufacturing,Operator,35363,3561.43,2019-09-14,6
E02112,Manufacturing,Manager,137774,6914.53,2020-05-27,5
E02113,Manufacturing,Supervisor,55185,4506.19,2020-05-20,11
E02114,Manufacturing,Supervisor,61743,9219.17,2024-03-11,5
E02115,Manufacturing,Operator,40619,4488.02,2023-08-04,1
E02116,Manufacturing,Supervisor,59284,5062.72,2020-09-15,11
E02117,Manufacturing,Manager,110971,8338.49,2025-12-23,3
E02118,Manufacturing,Manager,120720,14472.88,2024-10-15,11
E02119,Manufacturing,Manager,118029,11696.11,2025-08-21,3
E02120,Manufacturing,Supervisor,58776,8666.64,2019-08-09,9
E02121,Manufacturing,Supervisor,53766,3198.2,2025-02-27,8
E02122,Manufacturing,Manager,118548,15239.65,2019-04-21,2
E02123,Manufacturing,Manager,147503,19550.35,2024-01-10,3
E02124,Manufacturing,Supervisor,55744,3301.52,2021-04-09,6
E02125,Manufacturing,Manager,119851,11166.31,2021-10-26,2
E02126,Manufacturing,Supervisor,55319,7691.57,2015-05-27,5
E02127,Manufacturing,Operator,42559,3067.89,2021-12-27,1
E02128,Manufacturing,Manager,137980,10356.45,2023-01-25,8
E02129,Manufacturing,Manager,138431,19979.73,2023-05-17,4
E02130,Manufacturing,Manager,142203,18442.81,2024-10-06,3
E02131,Manufacturing,Manager,111426,8467.09,2016-12-03,4
E02132,Manufacturing,Manager,129091,13948.77,2017-02-10,1
E02133,Manufacturing,Operator,43473,4437.64,2022-07-17,2
E02134,Manufacturing,Manager,127662,11998.77,2023-02-14,3
E02135,Manufacturing,Manager,138874,19314.68,2016-07-20,1
E02136,Manufacturing,Supervisor,57977,4102.89,2023-03-08,7
E02137,Manufacturing,Manager,121148,12743.89,2023-03-13,2
E02138,Manufacturing,Manager,115465,10241.1,2025-08-26,7
E02139,Manufacturing,Supervisor,58580,3654.75,2018-04-25,6
E02140,Manufacturing,Operator,35043,1760.28,2020-07-27,2
E02141,Manufacturing,Manager,130865,10310.29,2023-08-18,3
E02142,Manufacturing,Manager,146162,19939.68,2014-08-10,8
E02143,Manufacturing,Supervisor,50427,7356.43,2015-07-07,7
E02144,Manufacturing,Operator,40340,4896.03,2022-03-13,3
E02145,Manufacturing,Operator,41323,2901.48,2025-03-01,4
E02146,Manufacturing,Supervisor,52559,6784.77,2022-12-12,1
E02147,Manufacturing,Operator,44024,2323.59,2020-04-06,2
E02148,Manufacturing,Operator,42805,6174.27,2020-04-25,4
E02149,Manufacturing,Supervisor,51073,3572.57,2016-10-19,7
E02150,Manufacturing,Operator,43858,5241.77,2022-08-04,10
E02151,Manufacturing,Manager,126502,17745.7,2023-05-24,6
E02152,Manufacturing,Manager,144847,9492.31,2015-02-12,2
E02153,Manufacturing,Supervisor,61140,6632.51,2019-10-16,5
E02154,Manufacturing,Manager,148894,9586.16,2022-12-23,4
E02155,Manufacturing,Supervisor,52967,5782.29,2022-07-15,3
E02156,Manufacturing,Operator,43365,6195.26,2024-05-03,8
E02157,Manufacturing,Operator,36909,2130.63,2024-02-07,4
E02158,Manufacturing,Operator,41269,6080.67,2017-07-12,12
E02159,Manufacturing,Manager,111216,9398.03,2016-01-19,1
E02160,Manufacturing,Supervisor,58464,7538.55,2023-08-24,6
E02161,Manufacturing,Operator,36764,5115.14,2019-12-28,3
E02162,Manufacturing,Operator,40511,2918.36,2018-08-23,6
E02163,Manufacturing,Operator,42352,4933.73,2020-09-06,11
E02164,Manufacturing,Operator,37186,4048.28,2021-12-23,4
E02165,Manufacturing,Supervisor,62279,5063.93,2019-06-12,10
E02166,Manufacturing,Operator,42900,3758.91,2022-03-07,6
E02167,Manufacturing,Manager,132177,19681.05,2021-09-23,9
E02168,Manufacturing,Manager,136026,17284.28,2025-07-03,8
E02169,Manufacturing,Supervisor,60143,8082.8,2024-12-17,1
E02170,Manufacturing,Manager,144872,17154.7,2017-07-10,1
E02171,Manufacturing,Operator,41615,5480.76,2020-11-09,2
E02172,Manufacturing,Operator,37344,2057.45,2022-08-18,5
E02173,Manufacturing,Supervisor,63434,7765.13,2023-05-06,3
E02174,Manufacturing,Supervisor,61413,4117.17,2024-03-04,9
E02175,Manufacturing,Operator,38241,5080.72,2022-02-04,1
E02176,Manufacturing,Manager,130630,9504.9,2023-09-19,2
E02177,Manufacturing,Supervisor,63349,4491.25,2021-12-10,6
E02178,Manufacturing,Supervisor,51493,2780.29,2015-12-15,6
E02179,Manufacturing,Operator,39540,4827.56,2022-08-20,7
E02180,Manufacturing,Supervisor,55960,6075.01,2019-01-18,2
E02181,Manufacturing,Manager,133218,16495.2,2022-11-10,11
E02182,Manufacturing,Supervisor,58706,3556.76,2019-03-23,3
E02183,Manufacturing,Operator,40378,2225.62,2018-07-21,5
E02184,Manufacturing,Supervisor,50149,6081.59,2025-06-21,11
E02185,Manufacturing,Supervisor,54230,3150.02,2015-11-24,3
E02186,Manufacturing,Supervisor,53840,4697.81,2018-10-20,9
E02187,Manufacturing,Supervisor,61937,7348.45,2016-07-03,3
E02188,Manufacturing,Manager,137865,18128.72,2019-08-23,4
E02189,Manufacturing,Manager,142971,18693.01,2020-09-11,4
E02190,Manufacturing,Manager,135468,16899.66,2022-07-24,5
E02191,Manufacturing,Manager,134613,16633.04,2019-01-18,2
E02192,Manufacturing,Operator,37839,2944.26,2022-10-01,2
E02193,Manufacturing,Operator,43088,3181.16,2022-08-13,8
E02194,Manufacturing,Manager,131522,17244.57,2016-09-16,10
E02195,Manufacturing,Operator,35000,2910.95,2023-01-09,1
E02196,Manufacturing,Operator,40150,4861.57,2020-04-11,10
E02197,Manufacturing,Supervisor,50487,5867.92,2020-04-27,2
E02198,Manufacturing,Supervisor,51768,5311.14,2016-01-14,4
E02199,Manufacturing,Supervisor,60545,7085.77,2023-01-12,6
E02200,Manufacturing,Manager,111345,15629.72,2017-07-14,7
E02201,Manufacturing,Manager,112057,13745.0,2021-05-23,2
E02202,Manufacturing,Manager,120586,13030.79,2024-08-20,8
E02203,Manufacturing,Manager,142874,19410.12,2018-06-26,9
E02204,Manufacturing,Supervisor,50301,5518.51,2016-10-18,2
E02205,Manufacturing,Manager,132513,11343.13,2022-07-26,3
E02206,Manufacturing,Manager,132930,9438.47,2025-12-01,4
E02207,Manufacturing,Supervisor,57494,7615.71,2017-01-10,1
E02208,Manufacturing,Operator,37742,2647.19,2019-12-24,9
E02209,Manufacturing,Supervisor,59773,3536.8,2024-10-15,1
E02210,Manufacturing,Operator,39287,5805.58,2023-12-12,2
E02211,Manufacturing,Supervisor,60999,7680.95,2023-06-22,3
E02212,Manufacturing,Manager,125664,18218.98,2025-12-05,11
E02213,Manufacturing,Supervisor,64431,8680.9,2015-11-01,4
E02214,Manufacturing,Supervisor,50012,2978.77,2021-12-13,9
E02215,Manufacturing,Operator,44681,3177.06,2022-04-19,5
E02216,Manufacturing,Manager,145612,13845.73,2022-08-15,10
E02217,Manufacturing,Operator,43832,3858.32,2022-02-11,4
E02218,Manufacturing,Operator,43353,3412.53,2014-01-27,5
E02219,Manufacturing,Manager,146653,13971.58,2025-01-12,1
E02220,Manufacturing,Manager,137581,16750.12,2016-01-08,3
E02221,Manufacturing,Manager,110883,7039.07,2016-11-22,1
E02222,Manufacturing,Operator,39148,5005.04,2016-05-08,3
E02223,Manufacturing,Supervisor,62658,3531.94,2020-07-20,1
E02224,Manufacturing,Supervisor,52267,4228.59,2020-04-11,3
E02225,Manufacturing,Supervisor,55720,7034.92,2018-01-02,5
E02226,Manufacturing,Supervisor,57405,4840.71,2023-04-24,6
E02227,Manufacturing,Operator,44120,2515.43,2019-11-27,5
E02228,Manufacturing,Supervisor,63054,7906.3,2025-10-02,6
E02229,Manufacturing,Operator,42085,3397.65,2025-08-09,1
E02230,Manufacturing,Manager,122925,11524.63,2015-10-07,2
E02231,Manufacturing,Operator,44315,3548.43,2020-01-02,1
E02232,Manufacturing,Supervisor,50802,4354.18,2023-06-09,6
E02233,Manufacturing,Supervisor,63501,4730.25,2025-09-23,6
E02234,Manufacturing,Manager,122748,11829.95,2018-12-27,4
E02235,Manufacturing,Manager,149590,9762.01,2024-03-16,1
E02236,Manufacturing,Operator,41718,4104.76,2016-12-09,7
E02237,Manufacturing,Supervisor,64403,5080.12,2025-06-04,7
E02238,Manufacturing,Operator,44456,5763.54,2023-05-01,8
E02239,Manufacturing,Operator,39505,4699.3,2017-11-13,6
E02240,Manufacturing,Manager,115709,13797.29,2024-12-18,3
E02241,Manufacturing,Manager,112316,6212.65,2020-04-03,1
E02242,Manufacturing,Operator,42662,5519.35,2019-01-13,2
E02243,Manufacturing,Operator,37768,2393.76,2014-12-23,2
E02244,Manufacturing,Manager,118272,6087.15,2023-04-23,3
E02245,Manufacturing,Supervisor,62728,4688.58,2015-01-19,6
E02246,Manufacturing,Supervisor,57721,7061.96,2025-05-03,4
E02247,Manufacturing,Operator,41694,4793.29,2022-11-05,10
E02248,Manufacturing,Manager,139069,7059.77,2020-01-25,9
E02249,Manufacturing,Supervisor,50719,7274.53,2017-06-06,8
E02250,Manufacturing,Operator,38561,2907.56,2021-12-26,2
E02251,Manufacturing,Manager,127025,15459.59,2015-02-20,7
E02252,Manufacturing,Supervisor,57715,6817.17,2017-06-12,3
E02253,Manufacturing,Manager,143546,18509.14,2022-10-20,3
E02254,Manufacturing,Supervisor,59226,3902.09,2017-08-04,1
E02255,Manufacturing,Manager,111668,13804.49,2024-04-01,1
E02256,Manufacturing,Manager,135098,14028.89,2022-04-18,5
E02257,Manufacturing,Operator,37903,2058.05,2019-07-28,1
E02258,Manufacturing,Operator,42264,3309.14,2020-08-03,11
E02259,Manufacturing,Operator,36101,2565.3,2023-02-17,8
E02260,Manufacturing,Supervisor,55906,3015.22,2021-04-11,2
E02261,Manufacturing,Operator,37458,3050.7,2022-03-06,12
E02262,Manufacturing,Supervisor,52848,4035.88,2023-10-03,2
E02263,Manufacturing,Supervisor,56546,4608.68,2014-04-23,5
E02264,Manufacturing,Operator,42676,2645.5,2020-03-18,3
E02265,Manufacturing,Supervisor,57066,4714.23,2022-10-25,2
E02266,Manufacturing,Supervisor,51780,7430.26,2017-05-02,7
E02267,Manufacturing,Manager,124023,17124.72,2024-03-28,3
E02268,Manufacturing,Operator,44021,5828.01,2016-01-12,1
E02269,Manufacturing,Manager,120207,13017.42,2016-09-22,12
E02270,Manufacturing,Supervisor,63206,3328.4,2014-01-16,7
E02271,Manufacturing,Manager,127713,13959.43,2018-07-15,3
E02272,Manufacturing,Manager,117365,13198.91,2020-07-11,2
E02273,Manufacturing,Manager,128785,16357.81,2019-03-26,7
E02274,Manufacturing,Supervisor,62885,4994.18,2020-07-08,1
E02275,Manufacturing,Manager,110093,10712.13,2025-08-20,8
E02276,Manufacturing,Supervisor,63972,8075.7,2023-02-01,2
E02277,Manufacturing,Supervisor,51852,4056.78,2019-08-21,8
E02278,Manufacturing,Manager,119979,6760.92,2025-02-20,4
E02279,Manufacturing,Operator,41476,5995.96,2023-08-17,10
E02280,Manufacturing,Supervisor,55182,7943.0,2022-05-14,8
E02281,Manufacturing,Operator,35895,3645.39,2018-11-25,7
E02282,Manufacturing,Manager,129924,19092.92,2019-03-22,5
E02283,Manufacturing,Supervisor,57414,7590.43,2016-04-07,1
E02284,Manufacturing,Supervisor,63219,6313.17,2014-07-07,2
E02285,Manufacturing,Operator,42070,5265.29,2024-01-05,8
E02286,Manufacturing,Supervisor,61222,8642.44,2019-04-04,4
E02287,Manufacturing,Manager,149920,12542.9,2021-08-04,2
E02288,Manufacturing,Operator,43142,6376.08,2020-02-11,10
E02289,Manufacturing,Supervisor,50059,3881.75,2019-10-14,9
E02290,Manufacturing,Operator,39520,3208.57,2015-02-24,1
E02291,Manufacturing,Supervisor,50737,2829.74,2017-09-25,1
E02292,Manufacturing,Operator,37622,4685.83,2018-09-28,6
E02293,Manufacturing,Supervisor,50602,4854.89,2023-02-01,11
E02294,Manufacturing,Manager,130355,8393.86,2024-07-16,2
E02295,Manufacturing,Supervisor,55877,7460.85,2021-01-06,1
E02296,Manufacturing,Operator,35129,3559.79,2016-02-17,9
E02297,Manufacturing,Manager,134185,12132.59,2024-05-20,2
E02298,Manufacturing,Operator,38707,3322.93,2016-05-22,1
E02299,Manufacturing,Manager,124911,14800.89,2018-02-25,4
E02300,Manufacturing,Operator,41267,4136.32,2020-06-07,1
E02301,Manufacturing,Operator,40799,5573.8,2022-01-17,3
E02302,Manufacturing,Operator,44054,3332.36,2024-05-14,1
E02303,Manufacturing,Manager,136146,10398.57,2022-04-09,11
E02304,Manufacturing,Operator,35751,5110.67,2021-10-09,3
E02305,Manufacturing,Supervisor,63375,9083.46,2020-07-12,9
E02306,Manufacturing,Supervisor,53699,5007.91,2024-04-15,6
E02307,Manufacturing,Supervisor,59079,8308.42,2023-05-14,1
E02308,Manufacturing,Operator,43481,3761.44,2022-04-08,7
E02309,Manufacturing,Manager,134756,8619.01,2022-02-22,2
E02310,Manufacturing,Operator,40507,2320.64,2019-05-10,9
E02311,Manufacturing,Manager,128592,11702.35,2025-10-14,2
E02312,Manufacturing,Operator,38416,3007.45,2018-01-25,2
E02313,Manufacturing,Supervisor,56947,5052.81,2020-09-20,1
E02314,Manufacturing,Manager,125814,18143.03,2021-05-01,2
E02315,Manufacturing,Operator,43617,4622.61,2018-01-18,6
E02316,Manufacturing,Manager,132998,12751.53,2021-07-23,4
E02317,Manufacturing,Operator,42345,5135.53,2015-12-02,5
E02318,Manufacturing,Supervisor,61539,4468.54,2024-12-20,11
E02319,Manufacturing,Manager,132230,17990.38,2021-09-13,5
E02320,Manufacturing,Manager,110927,12339.73,2016-02-15,1
E02321,Manufacturing,Manager,131650,9536.64,2020-09-26,9
E02322,Manufacturing,Operator,44115,3617.41,2023-07-03,2
E02323,Manufacturing,Manager,129925,6817.4,2018-03-13,1
E02324,Manufacturing,Operator,38431,5412.71,2021-07-18,6
E02325,Manufacturing,Supervisor,52405,4043.85,2017-10-20,6
E02326,Manufacturing,Operator,40165,5774.7,2014-09-16,5
E02327,Manufacturing,Supervisor,50850,3442.52,2019-10-10,5
E02328,Manufacturing,Manager,147882,21958.05,2016-08-13,5
E02329,Manufacturing,Operator,35308,3647.43,2021-12-24,3
E02330,Manufacturing,Manager,121521,17087.63,2025-02-05,2
E02331,Manufacturing,Supervisor,55598,5606.09,2025-08-09,4
E02332,Manufacturing,Supervisor,62119,9262.15,2020-04-16,11
E02333,Manufacturing,Operator,35819,5190.03,2020-11-09,6
E02334,Manufacturing,Manager,129581,12019.51,2023-02-16,2
E02335,Manufacturing,Manager,148167,10544.63,2023-07-17,2
E02336,Manufacturing,Manager,142348,20540.52,2024-12-14,7
E02337,Manufacturing,Manager,126403,16602.01,2017-12-03,1
E02338,Manufacturing,Manager,119996,14344.48,2022-10-20,1
E02339,Manufacturing,Operator,35950,3341.82,2020-07-05,9
E02340,Manufacturing,Supervisor,56865,7402.6,2016-04-15,6
E02341,Manufacturing,Supervisor,52741,7868.7,2021-01-28,3
E02342,Manufacturing,Operator,43142,2329.02,2018-02-25,2
E02343,Manufacturing,Supervisor,62899,3500.29,2023-07-19,11
E02344,Manufacturing,Operator,39034,3693.51,2023-08-25,8
E02345,Manufacturing,Manager,142066,8169.23,2019-08-10,11
E02346,Manufacturing,Manager,112012,7196.37,2018-12-17,7
E02347,Manufacturing,Manager,127163,12021.43,2018-09-16,1
E02348,Manufacturing,Operator,36230,2537.01,2025-06-05,2
E02349,Manufacturing,Manager,117298,17018.08,2022-01-17,10
E02350,Manufacturing,Operator,39606,3977.05,2019-09-19,4
E02351,Manufacturing,Supervisor,60234,6637.47,2020-12-06,7
E02352,Manufacturing,Operator,44161,3696.34,2018-01-07,2
E02353,Manufacturing,Operator,40274,3835.73,2025-05-10,10
E02354,Manufacturing,Operator,38007,4498.4,2022-11-03,1
E02355,Manufacturing,Operator,44252,4323.24,2018-01-25,3
E02356,Manufacturing,Operator,38092,3347.47,2020-07-19,7
E02357,Manufacturing,Operator,38014,5611.08,2022-05-16,3
E02358,Manufacturing,Supervisor,56910,4663.96,2019-06-02,7
E02359,Manufacturing,Operator,42703,3281.93,2021-10-17,4
E02360,Manufacturing,Manager,145964,21184.53,2015-09-02,8
E02361,Manufacturing,Manager,138636,20252.04,2020-02-22,7
E02362,Manufacturing,Operator,40514,3391.62,2020-02-18,1
E02363,Manufacturing,Operator,43000,3302.01,2024-04-21,2
E02364,Manufacturing,Manager,117279,9394.72,2021-06-20,1
E02365,Manufacturing,Supervisor,57463,3160.24,2017-11-09,5
E02366,Manufacturing,Operator,42607,6234.11,2023-02-06,7
E02367,Manufacturing,Operator,43073,3973.22,2021-10-20,2
E02368,Manufacturing,Operator,44799,3569.16,2021-09-16,2
E02369,Manufacturing,Supervisor,53999,6630.86,2024-03-01,7
E02370,Manufacturing,Supervisor,64589,6243.76,2022-05-24,1
E02371,Manufacturing,Supervisor,61596,5678.91,2023-09-12,1
E02372,Manufacturing,Supervisor,57633,5155.31,2021-12-13,4
E02373,Manufacturing,Manager,121229,17765.63,2024-01-01,9
E02374,Manufacturing,Operator,41654,4493.13,2014-10-11,10
E02375,Manufacturing,Manager,113128,6003.31,2019-01-13,1
E02376,Manufacturing,Manager,119366,10260.24,2019-01-05,10
E02377,Manufacturing,Supervisor,62858,7155.87,2021-10-23,2
E02378,Manufacturing,Supervisor,60347,5557.13,2021-06-14,3
E02379,Manufacturing,Operator,39924,2514.04,2019-09-04,5
E02380,Manufacturing,Supervisor,51794,3033.22,2018-10-27,7
E02381,Manufacturing,Operator,44713,3950.87,2020-03-03,1
E02382,Manufacturing,Supervisor,62478,7540.14,2016-10-22,6
E02383,Manufacturing,Operator,38526,4343.01,2024-11-03,3
E02384,Manufacturing,Operator,35540,2567.53,2016-01-16,1
E02385,Manufacturing,Manager,113384,12465.24,2021-10-11,3
E02386,Manufacturing,Supervisor,60174,4046.65,2025-07-25,3
E02387,Manufacturing,Operator,44453,2273.0,2022-02-19,5
E02388,Manufacturing,Manager,139994,13384.41,2020-03-07,1
E02389,Manufacturing,Manager,145596,11124.79,2017-07-10,9
E02390,Manufacturing,Supervisor,64779,9366.32,2015-04-21,5
E02391,Manufacturing,Operator,43994,3265.86,2020-03-23,1
E02392,Manufacturing,Operator,42137,3079.01,2014-01-01,10
E02393,Manufacturing,Operator,44157,4282.16,2015-01-18,1
E02394,Manufacturing,Manager,138107,11829.44,2019-11-16,5
E02395,Manufacturing,Operator,42574,3132.89,2020-11-14,1
E02396,Manufacturing,Manager,135825,17079.19,2025-03-07,2
E02397,Manufacturing,Operator,41765,4215.11,2017-12-22,11
E02398,Manufacturing,Operator,36377,3802.47,2025-01-12,8
E02399,Manufacturing,Supervisor,56550,3601.49,2024-04-21,3
E02400,Manufacturing,Operator,40670,3792.43,2018-08-19,2
E02401,Manufacturing,Supervisor,64810,7141.35,2024-01-15,4
E02402,Manufacturing,Operator,43279,2503.9,2025-04-19,2
E02403,Manufacturing,Manager,130520,7405.15,2022-06-12,6
E02404,Manufacturing,Operator,36474,4023.76,2015-01-24,5
E02405,Manufacturing,Operator,37235,1894.07,2015-06-22,4
E02406,Manufacturing,Operator,42647,5896.9,2024-01-25,9
E02407,Manufacturing,Operator,41824,3041.56,2020-12-28,8
E02408,Manufacturing,Operator,37430,2621.62,2023-06-11,1
E02409,Manufacturing,Manager,115715,6248.91,2023-05-06,2
E02410,Manufacturing,Supervisor,50705,7383.12,2022-12-21,3
E02411,Manufacturing,Manager,111445,8561.36,2025-09-11,1
E02412,Manufacturing,Supervisor,62834,5661.88,2021-04-16,7
E02413,Manufacturing,Supervisor,64162,3620.85,2024-03-06,9
E02414,Manufacturing,Operator,36521,4190.54,2023-05-14,2
E02415,Manufacturing,Manager,134353,15114.62,2024-04-16,4
E02416,Manufacturing,Supervisor,52551,6320.21,2024-03-16,2
E02417,Manufacturing,Supervisor,56191,4381.6,2025-07-05,3
E02418,Manufacturing,Manager,120789,11350.19,2016-05-28,7
E02419,Manufacturing,Operator,36071,4899.9,2015-05-05,9
E02420,Manufacturing,Manager,134371,19887.24,2020-04-16,5
E02421,Manufacturing,Supervisor,62973,7325.51,2019-12-02,1
E02422,Manufacturing,Manager,139224,19126.02,2017-12-11,12
E02423,Manufacturing,Manager,140252,16001.13,2018-12-22,3
E02424,Manufacturing,Supervisor,55537,3271.16,2022-10-17,2
E02425,Manufacturing,Operator,42336,4441.76,2025-02-25,2
E02426,Manufacturing,Operator,36419,3806.2,2021-04-23,2
E02427,Manufacturing,Operator,39283,5478.09,2025-07-01,2
E02428,Manufacturing,Manager,139174,14175.67,2024-05-12,1
E02429,Manufacturing,Operator,37568,3569.9,2014-08-26,8
E02430,Manufacturing,Supervisor,58557,4274.4,2020-12-04,1
E02431,Manufacturing,Operator,35360,3890.38,2023-10-09,1
E02432,Manufacturing,Manager,134081,8100.06,2023-11-02,8
E02433,Manufacturing,Supervisor,60203,5268.3,2019-06-05,2
E02434,Manufacturing,Operator,40511,3334.1,2021-10-27,3
E02435,Manufacturing,Supervisor,63348,6781.86,2022-01-12,6
E02436,Manufacturing,Operator,44100,2760.44,2025-08-13,4
E02437,Manufacturing,Operator,42913,2710.77,2025-01-11,7
E02438,Manufacturing,Manager,135318,16165.15,2022-06-11,1
E02439,Manufacturing,Supervisor,59709,4978.96,2025-02-08,8
E02440,Manufacturing,Operator,41261,4238.63,2021-08-05,7
E02441,Manufacturing,Manager,111592,6035.6,2017-10-21,4
E02442,Manufacturing,Manager,133953,19373.49,2017-10-22,2
E02443,Manufacturing,Operator,39332,3089.84,2024-07-11,11
E02444,Manufacturing,Operator,39168,5681.97,2018-10-16,1
E02445,Manufacturing,Supervisor,55661,7219.09,2025-07-18,3
E02446,Manufacturing,Manager,116152,8849.69,2023-07-25,8
E02447,Manufacturing,Manager,132926,15803.37,2024-07-24,4
E02448,Manufacturing,Supervisor,52984,6219.25,2020-11-28,9
E02449,Manufacturing,Manager,120799,6238.63,2022-08-13,1
E02450,Manufacturing,Supervisor,58969,6185.51,2020-02-03,10
E02451,Manufacturing,Operator,44134,2511.64,2017-09-13,7
E02452,Manufacturing,Operator,40820,4276.22,2019-10-27,8
E02453,Manufacturing,Operator,35395,4779.94,2024-12-24,2
E02454,Manufacturing,Manager,112667,10888.23,2024-08-17,5
E02455,Manufacturing,Manager,110744,14815.76,2022-03-21,2
E02456,Manufacturing,Supervisor,63184,7758.25,2018-01-28,8
E02457,Manufacturing,Operator,37411,4684.35,2024-12-09,7
E02458,Manufacturing,Supervisor,62786,3677.01,2014-02-21,12
E02459,Manufacturing,Supervisor,62901,7133.8,2022-05-24,8
E02460,Manufacturing,Operator,41325,3208.87,2021-11-11,4
E02461,Manufacturing,Manager,148129,13423.15,2017-11-25,6
E02462,Manufacturing,Operator,40933,6060.79,2025-06-14,11
E02463,Manufacturing,Operator,35035,2784.08,2014-05-07,3
E02464,Manufacturing,Operator,41614,2311.7,2016-04-10,11
E02465,Manufacturing,Supervisor,60403,4863.92,2014-02-07,4
E02466,Manufacturing,Manager,117284,11488.68,2023-11-19,2
E02467,Manufacturing,Manager,149714,11517.35,2020-07-12,4
E02468,Manufacturing,Supervisor,54896,7593.24,2016-05-04,1
E02469,Manufacturing,Manager,143596,20777.68,2016-04-28,2
E02470,Manufacturing,Operator,36078,4836.03,2022-06-01,2
E02471,Manufacturing,Manager,147401,10958.86,2023-04-27,6
E02472,Manufacturing,Supervisor,52878,2732.35,2024-10-14,4
E02473,Manufacturing,Manager,143737,20483.79,2020-10-13,3
E02474,Manufacturing,Manager,126591,18961.05,2018-11-21,1
E02475,Manufacturing,Supervisor,56909,6671.82,2019-08-01,2
E02476,Manufacturing,Supervisor,56795,6902.61,2018-04-06,2
E02477,Manufacturing,Operator,39968,4405.03,2018-08-22,5
E02478,Manufacturing,Manager,121569,15214.15,2017-01-23,8
E02479,Manufacturing,Operator,44268,6606.03,2019-12-03,1
E02480,Manufacturing,Manager,147330,12525.78,2025-05-07,7
E02481,Manufacturing,Supervisor,63913,3588.39,2021-04-21,1
E02482,Manufacturing,Operator,44790,5825.32,2022-05-22,5
E02483,Manufacturing,Operator,38505,4373.83,2023-03-14,6
E02484,Manufacturing,Supervisor,62518,8593.07,2022-05-22,11
E02485,Manufacturing,Supervisor,52044,5243.79,2019-07-18,5
E02486,Manufacturing,Operator,36510,3425.98,2015-04-11,1
E02487,Manufacturing,Operator,39242,4383.32,2018-08-07,12
E02488,Manufacturing,Manager,128901,15063.75,2025-04-10,6
E02489,Manufacturing,Manager,146116,19979.92,2024-05-01,8
E02490,Manufacturing,Operator,43550,5369.99,2023-09-23,7
E02491,Manufacturing,Manager,119207,10709.26,2024-08-08,12
E02492,Manufacturing,Operator,37831,5580.67,2018-10-23,7
E02493,Manufacturing,Manager,146642,20115.1,2017-12-23,6
E02494,Manufacturing,Supervisor,51650,3355.25,2021-03-14,1
E02495,Manufacturing,Operator,39358,5622.69,2025-01-23,5
E02496,Manufacturing,Manager,146189,10789.13,2021-09-21,3
E02497,Manufacturing,Supervisor,56559,3849.13,2023-06-08,11
E02498,Manufacturing,Operator,39768,5696.48,2020-10-03,11
E02499,Manufacturing,Supervisor,58806,7692.59,2023-08-26,1
E02500,Manufacturing,Supervisor,52721,7189.87,2019-02-01,7
E02501,Manufacturing,Operator,35814,3878.28,2019-01-12,1
E02502,Manufacturing,Supervisor,61641,7706.85,2023-10-26,8
E02503,Manufacturing,Supervisor,64688,3686.47,2021-06-07,7
E02504,Manufacturing,Supervisor,63022,4272.58,2021-07-27,1
E02505,Manufacturing,Operator,38552,5571.7,2018-02-25,4
E02506,Manufacturing,Operator,41410,2444.84,2025-03-25,5
E02507,Manufacturing,Supervisor,52036,6068.7,2023-06-06,2
E02508,Manufacturing,Operator,36743,5384.95,2025-11-22,1
E02509,Manufacturing,Operator,43945,3381.57,2017-10-06,9
E02510,Manufacturing,Operator,41906,5186.19,2020-11-04,5
E02511,Manufacturing,Supervisor,51803,5984.74,2023-01-07,1
